url,length,num_dots,has_ip,has_at,is_phishing
http://update-ptywlc.info/pL2tbevSWRcS4MjvvulVGSFSmkQZ,54,1,0,0,1
https://www.facebook.com/fhyma,30,2,0,0,0
https://www.google.com/rymoexpvj,32,2,0,0,0
https://www.amazon.com/eclqgtzk,31,2,0,0,0
http://svmmf-tk/secure/YMPJiUjGwaJgSr83tpe,42,0,0,0,1
https://www.twitter.com/osmnz,29,2,0,0,0
https://www.google.com/gpffo,28,2,0,0,0
https://www.wikipedia.org/anvylmyqxf,36,2,0,0,0
https://www.twitter.com/wcloydaujk,34,2,0,0,0
https://www.twitter.com/exwlqcfklo,34,2,0,0,0
http://nhhcqdoruapcbol-tk/account/7lKcX83zjZ,44,0,0,0,1
https://www.google.com/wtyyrzwbw,32,2,0,0,0
http://knwtkovmmlqpnv-tk/secure/S1Io90VoGCcc3udp,48,0,0,0,1
http://update-ujeshgkynetazhk.xyz/o3jEJqnSk3OeDHM,49,1,0,0,1
https://www.google.com/nfhhxq,29,2,0,0,0
https://www.amazon.com/zwkbhmkcfn,33,2,0,0,0
http://wscocmzrw-info/free-gift/EoTWTuZ8alHEIicaFAXinbC7,56,0,0,0,1
http://juuctzpwz.xyz/verify/Sma05OXIGg84,40,1,0,0,1
https://www.amazon.com/upriobig,31,2,0,0,0
http://login-fihbntlm-tk/hv2KNevmscgjq3Q4XFo8USkq,49,0,0,0,1
https://www.twitter.com/wegaurrofy,34,2,0,0,0
http://update-gyhbfa.org/KksDbrIxeymnzwt,40,1,0,0,1
http://login-rztpkjgjpja-com/ZEqPnWblhzBf6A84X6GCYqGph,54,0,0,0,1
https://www.wikipedia.org/zvvcztg,33,2,0,0,0
http://bulgwvawa-tk/banking/7NygXtYock1xWTyO5EXI37Nee7,54,0,0,0,1
http://secure-xhqufdtu-info/mY68chT3YK3oMOnBJvfA,48,0,0,0,1
http://suhhnr-org/update/XgEeUS2ijgymFigZGlxQNGpWz,50,0,0,0,1
https://www.facebook.com/wwozauye,33,2,0,0,0
http://banking-srnfkkgbwxcuzad-info/cZsyGwax6nIsfux9ist0mHX,59,0,0,0,1
https://www.twitter.com/tqgwob,30,2,0,0,0
http://update-vdnpnmm.net/82lDCw57UwxSUsySEskXVBhY,50,1,0,0,1
http://jffrlftv.info/update/g7co6hOu2KAQs8tjJws,47,1,0,0,1
https://www.facebook.com/inpgxyv,32,2,0,0,0
https://www.wikipedia.org/wijquhyztk,36,2,0,0,0
http://cvbymbrhrxxa.tk/login/U5EGgmrHP9eRQli601Op9mKAM9ItA,58,1,0,0,1
https://www.linkedin.com/ehontmfbvf,35,2,0,0,0
https://www.google.com/xizuk,28,2,0,0,0
http://account-fmsph.com/HAWVJqNBoTeghdTkKd,43,1,0,0,1
https://www.facebook.com/sfnqubdpqd,35,2,0,0,0
https://www.wikipedia.org/xlgrqrrtjd,36,2,0,0,0
https://www.amazon.com/lvjgoc,29,2,0,0,0
https://www.google.com/aamnhphqy,32,2,0,0,0
http://nlwxsgaz.org/verify/oCw4bqVp8QyMk,40,1,0,0,1
https://www.amazon.com/eymlus,29,2,0,0,0
http://ptmwljs-com/update/phl2Tc2X70egx35tioT5Dj,48,0,0,0,1
http://update-rbwsrsekhwe.xyz/rATrKLDn7pyQs9rWsaqN,50,1,0,0,1
http://vvzxzckat.info/login/WIpKcC2tjGYHI9mrSjw,47,1,0,0,1
http://update-ziecgkniw.org/ddWw146sqVDwhig5l7gTT8X,51,1,0,0,1
https://www.twitter.com/uihlsyw,31,2,0,0,0
https://www.google.com/leoxjqjc,31,2,0,0,0
https://www.wikipedia.org/nuwrp,31,2,0,0,0
http://bmzqyjkkc-info/banking/LPNPQULzhDWPYhKMTl65gW,52,0,0,0,1
https://www.linkedin.com/ckeevxe,32,2,0,0,0
https://www.twitter.com/zgcqt,29,2,0,0,0
http://free-gift-ynnanwbalhzndk.info/z3nxf6Q9QByKzufSYxx8huZ6w4Lpi,66,1,0,0,1
http://nqmxk-xyz/account/Mjx2OeQdLB08Ulnkrc92STF2r2,51,0,0,0,1
https://www.linkedin.com/eoveiqoz,33,2,0,0,0
http://bplcycccyitefw.net/free-gift/8u0emJktrhRrvzUUdmlGz7CawkoyaJ,66,1,0,0,1
https://www.google.com/djkbrqgfi,32,2,0,0,0
https://www.facebook.com/owtcirb,32,2,0,0,0
http://iwlkhd.net/update/9eHLR2lUU6tNPnJh4u,43,1,0,0,1
http://kmrlzhjgbkpd.tk/banking/l05CvITRob5KwtTIf,48,1,0,0,1
http://free-gift-bvdhrnddvlz.com/qEaKjsmEs6lhpRHrK5,51,1,0,0,1
https://www.linkedin.com/nskmzhuwsf,35,2,0,0,0
https://www.linkedin.com/ucbuzdxko,34,2,0,0,0
https://www.google.com/xjrvupenkp,33,2,0,0,0
http://htyxocbcydchh-net/verify/Vkyd4cBZRcupO4kS3jUX6v,54,0,0,0,1
https://www.facebook.com/eepbkn,31,2,0,0,0
http://hwfsguiyebbq.tk/account/E4utDWvkXNWJoYM0EW,49,1,0,0,1
https://www.amazon.com/hxeicwtrwg,33,2,0,0,0
http://ggvifp.com/verify/MYJkbyBkASDi,37,1,0,0,1
https://www.google.com/rozrrrylmg,33,2,0,0,0
https://www.twitter.com/csdmbmns,32,2,0,0,0
http://tjvrtj.com/update/K5O3G3avkrTJKBmNKdlTgaOmNFw,52,1,0,0,1
http://secure-teafkm.com/RPcZJ8IJUPa,36,1,0,0,1
http://account-dlxapchuzuvyn.net/Mh675RUw4jNsWhlWMLTvN756,57,1,0,0,1
http://verify-pwppeaapjmudrzm-net/E5BbdVbxtmKxoR6VUgfz2oyAYHv7BB,64,0,0,0,1
http://banking-jqdeksak.org/bHEVWnrCulNd3xoOeoXjFO7B0AIuV,57,1,0,0,1
https://www.facebook.com/tukgd,30,2,0,0,0
http://vmobresuskrsf.net/account/IeMNgYrsFpKORUK,48,1,0,0,1
http://login-fxterdrboqbtmaa-xyz/LdvCPOALmjsfsc,47,0,0,0,1
https://www.wikipedia.org/snqmb,31,2,0,0,0
http://banking-hratqamhxlrw.tk/TwYUlreG79CXgrSF,47,1,0,0,1
http://secure-xjukpipjns.net/aZ3xHgP3BC5WH,42,1,0,0,1
http://ncaebrffh-info/update/iAxfKpgLaVrpdjjEX4nMobz0AcF1WE,59,0,0,0,1
http://login-cfvtwkgbhb.tk/8pow5r6XzpwQA3qw6bzfogtxZExHM,56,1,0,0,1
http://vtexanhxsakr.net/update/CKg8BWDmFpzNuAyk0Nd,50,1,0,0,1
http://zoebmgglx.info/update/STyQNujmf6S,40,1,0,0,1
http://banking-ihispqpwwsrt.net/RcRzGShysa3RCzSHXvst96wRFx1p,60,1,0,0,1
